Region,Country,State,Area,Closest_Town,SiteID,Site_Name,Banding_Station_ID,Banding_Station_Name,Banding_Station_Distance_m,Banding_Station_Habitat_Types,Banding_Station_Dominant_Habitat,Banding_Station_Dominant_Habitat2,Banding_Station_Simple_Habitat,Banding_Station_Simple_Habitat2,Flooded_Yes_No,Mining_Present_Yes_No,Mining_Type,Season,Month,Day,Year,Date,Capture_Time,Net_Number,Site_Lat,Site_Long,Banding_Station_Lat,Banding_Station_Long,Net_Lat,Net_Long,Band_Num,Color_LL_Bands,Color_RL_Bands,Recap_Yes_No,Species_Common_Name,Species_Code,Species_Latin_Name,Subspecies,Latin_Code,Bander_or_Collector,Collecting_Organization,Lab_Organization,Lab_Analyst_1,Lab_Analyst_1_Info,Lab_Analyst_2,Lab_Analyst_2_Info,Lab_Analyst_3,Lab_Analyst_3_Info,Museum_Yes_No,Museum_Name,Collector_1,Collector_1_Info,Collector_2,Collector_2_Info,Collector_3,Collector_3_Info,Collector_4,Collector_4_Info,Collector_5,Collector_5_Info,Collector_6,Collector_6_Info,Collector_7,Collector_7_Info,Collector_8,Collector_8_Info,Collector_9,Collector_9_Info,WRP,Age_BBL,Age_MAPS,How_Aged,How_Aged_2,Sex,How_Sexed,How_Sexed_2,Skull,Iris,Cloacal_Protuberance,Brood_Patch,Fat_Score,Muscle_Score,Molt_Cycle,Body_Molt,Flight_Feather_Molt,Flight_Feather_Wear,Juv_Plumage,Prim_Covs,Sec_Covs,Primaries,Secondaries,Tertials,Rectrices,Body_Plumage,Non-Feather,Molt_Limit_1,Molt_Limit_2,Culmen_mm,Bill_Length_mm,Bill_Depth_mm,Bill_Width_mm,Nares_to_Tip_mm,Head_to_Tip_Bill_mm,Head_Width_mm,Overlap_mm,Total_Body_Length_mm,Tail_Length_mm,Wing_Chord_mm,TMTarsus_Length_mm,TMTarsus_Width_mm,TBTarsus_Length_mm,Talons_M_mm,Talons_A_mm,Mass_g,Blood_Collected_Yes_No,Feather_Collected_Yes_No,Parasites_Yes_No,Transmitter_Yes_No,Primary_Feathers,Secondary_Feathers,Flank_Feathers,Tail_Feathers,Breast_Feathers,Other_Feathers,Banding_Comments,Blood_Hg_ppm,Blood_Lab_ID,Blood_Hg_ppm_Duplicate,Blood_Lab_ID_Duplicate,Whatman_Hg_ng,Whatman_Volume_µL,Whatman_Hg_ppm,Whatman_Lab_ID,Whatman_Hg_ppm_Duplicate,Whatman_Lab_ID_Duplicate,Flank_THg_ppb,Flank_THg_ng,Flank_MeHg_ppb,Flank_MeHg%,P1_Hg_ppm,P1_Lab_ID,P1_Feather_Condition,P10_Hg_ppm,P10_Lab_ID,P10_Feather_Condition,Tail_Hg_ppm,Tail_Lab_ID,Tail_Hg_ppm_Duplicate,Tail_Lab_ID_Duplicate,Breast_Hg_ppm,Breast_Lab_ID,Back_Hg_ppm,Back_Lab_ID,Flank_Hg_ppm,Flank_Lab_ID,Flank_Hg_ppm_Duplicate,Flank_Lab_ID_Duplicate,Isotopes,%Carbon,Blood_Carbon_Level_(d13C),%Nitrogen,Blood_Nitrogen_Level_(d15N),Hg_Comments
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Dry,3,20,2008,3/20/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5042,,,No,Ruddy Woodcreeper,RUWO,Dendrocincla homochroa,homochroa,DENHOM,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,0.59834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Dry,3,20,2008,3/20/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5044,,,No,Northern Schiffornis,NOSC,Schiffornis veraepacis,veraepacis,SCHVER,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,Changed from TLSC to NOSC per C. Sayers 3/08/2021.,0.00337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Dry,4,15,2008,4/15/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5045,,,No,Barred Antshrike,BAAN,Thamnophilus doliatus,intermedius,THADOL,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,0.16662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Dry,4,15,2008,4/15/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5046,,,No,Tropical Kingbird,TRKI,Tyrannus melancholicus,satrapa,MYRMEL,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,0.04218,,0.03918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Dry,5,8,2008,5/8/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5047,,,No,Green-backed Sparrow,GRBS,Arremonops chloronotus,chloronotus,ARRCHL,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,0.1188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Dry,5,8,2008,5/8/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5048,,,No,Dusky-capped Flycatcher,DCFL,Myiarchus tuberculifer,manens,MYRTUB,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,0.03125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Dry,5,8,2008,5/8/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5049,,,No,Spot-breasted Wren,SBSW,Pheugopedius maculipectus,canobrunneus,PHEMAC,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,0.15221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Wet,9,6,2008,9/6/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5049,,,Yes,Spot-breasted Wren,SBSW,Pheugopedius maculipectus,canobrunneus,PHEMAC,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,2,,,,,"Uniform wing covs. Crown & nape bright yellow, contrasting sharply with greenish back.",0.11577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Dry,5,8,2008,5/8/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5050,,,No,Green-backed Sparrow,GRBS,Arremonops chloronotus,chloronotus,ARRCHL,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,0.07234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Wet,9,6,2008,9/6/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5051,,,No,Spot-breasted Wren,SBSW,Pheugopedius maculipectus,canobrunneus,PHEMAC,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,Contrasting wing covs.         ,0.04363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Wet,9,6,2008,9/6/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5052,,,No,American Pygmy Kingfisher,APKI,Chloroceryle aenea,stictoptera,CHLAEN,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,2,,,,,"Contrasting wing covs. Crown, nape, chin,throat &  upper breast has black,  tipped with narrow yellow edging.",0.65858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Wet,9,6,2008,9/6/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5053,,,No,American Pygmy Kingfisher,APKI,Chloroceryle aenea,stictoptera,CHLAEN,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,2,,,,,"Contrasting wing covs. Crown, nape, chin,throat & upper breast is black, tipped with narrow yellow edging.",0.56525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Dry,3,27,2009,3/27/2009,,0,17.313222,-88.460329,17.313222,-88.460329,,,5053,,,Yes,American Pygmy Kingfisher,APKI,Chloroceryle aenea,stictoptera,CHLAEN,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,2,,,,,"Symetric flight feather, s1 & s2 in both wings.",0.3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Wet,9,6,2008,9/6/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5054,,,No,American Pygmy Kingfisher,APKI,Chloroceryle aenea,stictoptera,CHLAEN,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,2,,,,,Contrasting wing covs. Crown dusky with olive-brown wash. Face mask olive & restricted.,0.87494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Wet,9,6,2008,9/6/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5055,,,No,Spot-breasted Wren,SBSW,Pheugopedius maculipectus,canobrunneus,PHEMAC,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,2,,,,,Uniform wing covs.,0.02917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Wet,9,7,2008,9/7/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5056,,,No,American Pygmy Kingfisher,APKI,Chloroceryle aenea,stictoptera,CHLAEN,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,No,,,,,,,,,,0.72826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Wet,9,7,2008,9/7/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5057,,,No,Streak-headed Woodcreeper,SHWO,Lepidocolaptes souleyetii,compressus,LEPSOU,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,2,,,,,,0.13264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Wet,9,7,2008,9/7/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5058,,,No,American Pygmy Kingfisher,APKI,Chloroceryle aenea,stictoptera,CHLAEN,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,2,,,,,,1.37002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Wet,9,7,2008,9/7/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5059,,,No,American Pygmy Kingfisher,APKI,Chloroceryle aenea,stictoptera,CHLAEN,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,2,,,,,,0.32717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Wet,9,7,2008,9/7/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5060,,,No,Streak-headed Woodcreeper,SHWO,Lepidocolaptes souleyetii,compressus,LEPSOU,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,2,,,,,,0.15678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Wet,9,7,2008,9/7/2008,,0,17.313222,-88.460329,17.313222,-88.460329,,,5061,,,No,Gray-headed Tanager,GHET,Eucometis penicillata,pallida,EUCPEN,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,AHY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,2,,,,,,0.12104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central America,Belize,Belize,,,BEL003,Runaway Creek Nature Reserve,BELT081,Site B,,"Secondary forest; low, seasonally wet grassland",Secondary forest,Secondary forest,Secondary forest,Secondary forest,Yes,No,,Dry,3,26,2009,3/26/2009,,0,17.313222,-88.460329,17.313222,-88.460329,,,5065,,,No,Gray-headed Tanager,GHET,Eucometis penicillata,pallida,EUCPEN,,BRI,BRI,Kevin Regan,kevin.regan@briwildlife.org,,,,,No,,David C. Evers,david.evers@briwildlife.org,Oksana P. Lane,oksanalane@yahoo.com,Reynold Cal,raycalsm@gmail.com,Stevan Reneau,stevan_reneau@yahoo.com,Wilber Martínez,wadmartinez@yahoo.com,Kayla Hartwell,kaylahartwell@gmail.com,Abidas A. Ash,aash@ub.edu.bz,Mario Teul,mteul@yahoo.com,David R. Tzul,cracid2000@yahoo.com,,ASY,,,,U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,,,,2,,,,,Uni wing covs.,0.45972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
